Facility Name,Health Facility Type
DON CARLOS HEALTH CHECK DIAGNOSTICS,General Clinical Laboratory
DON CARLOS NORTE BARANGAY HEALTH STATION,Barangay Health Station
DON CARLOS RHU & FAMILY PLANNING CENTER,General Clinical Laboratory
DON CARLOS RHU & FAMILY PLANNING CENTER,Ambulance Service Provider
DON CARLOS RURAL HEALTH UNIT,Rural Health Unit
DON CARLOS RURAL HEALTH UNIT AND FAMILY PLANNING CENTER,Birthing Home
DON CARLOS SUR BARANGAY HEALTH STATION,Barangay Health Station
EMBAYAO BARANGAY HEALTH STATION,Barangay Health Station
KALUBIHON BARANGAY HEALTH STATION,Barangay Health Station
KASIGKOT BARANGAY HEALTH STATION,Barangay Health Station
KAWILIHAN BARANGAY HEALTH STATION,Barangay Health Station
KIARA BARANGAY HEALTH STATION,Barangay Health Station
KIBATANG BARANGAY HEALTH STATION,Barangay Health Station
MAHAYAHAY BARANGAY HEALTH STATION,Barangay Health Station
MANLAMONAY BARANGAY HEALTH STATION,Barangay Health Station
MARAYMARAY BARANGAY HEALTH STATION,Barangay Health Station
MAUSWAGON BARANGAY HEALTH STATION,Barangay Health Station
MINSALAGAN BARANGAY HEALTH STATION,Barangay Health Station
NEW NONGNONGAN BARANGAY HEALTH STATION,Barangay Health Station
NEW VISAYAS BARANGAY HEALTH STATION,Barangay Health Station
OLD NONGNONGAN BARANGAY HEALTH STATION,Barangay Health Station
PINAMALOY BARANGAY HEALTH STATION,Barangay Health Station
PUALAS BARANGAY HEALTH STATION,Barangay Health Station
SAN ANTONIO EAST BARANGAY HEALTH STATION,Barangay Health Station
SAN ANTONIO WEST BARANGAY HEALTH STATION,Barangay Health Station
SAN FRANCISCO BARANGAY HEALTH STATION,Barangay Health Station
SAN NICOLAS BARANGAY HEALTH STATION,Barangay Health Station
SAN ROQUE BARANGAY HEALTH STATION,Barangay Health Station
SIMBULAN STO. NIÑO HOSPITAL,Dialysis Clinic
SIMBULAN STO. NIÑO HOSPITAL,Hospital
SINANGGUYAN BARANGAY HEALTH STATION,Barangay Health Station
SR. STO. NIÑO LYING IN AND FAMILY PLANNING CLINIC,Birthing Home
ST. JUDE - DCB MATERNITY CLINIC,Birthing Home
SUMMIT HEALTH VENTURE CORPORATION,Dialysis Clinic
BONTONGON BARANGAY HEALTH STATION,Barangay Health Station
BULONAY BARANGAY HEALTH STATION,Barangay Health Station
CAPITAN BAYONG BARANGAY HEALTH STATION,Barangay Health Station
CAWAYAN BARANGAY HEALTH STATION,Barangay Health Station
DUMALAGUING BARANGAY HEALTH STATION,Barangay Health Station
GUIHEAN BARANGAY HEALTH STATION,Barangay Health Station
HAGPA BARANGAY HEALTH STATION,Barangay Health Station
IMPALUTAO BARANGAY HEALTH STATION,Barangay Health Station
IMPASUG-ONG MUNICIPAL HEALTH OFFICE,Birthing Home
IMPASUG-ONG RURAL HEALTH UNIT,Rural Health Unit
KALABUGAO BARANGAY HEALTH STATION,Barangay Health Station
KIBENTON BARANGAY HEALTH STATION,Barangay Health Station
LA FORTUNA BARANGAY HEALTH STATION,Barangay Health Station
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
SAYAWAN BARANGAY HEALTH STATION,Barangay Health Station
BAGONGBAYAN BARANGAY HEALTH STATION,Barangay Health Station
BAGOR BARANGAY HEALTH STATION,Barangay Health Station
BALAORO BARANGAY HEALTH STATION,Barangay Health Station
BAROY BARANGAY HEALTH STATION,Barangay Health Station
CABADIANGAN BARANGAY HEALTH STATION,Barangay Health Station
HOLY MARY BIRTHING HOME,Birthing Home
HUSAYAN BARANGAY HEALTH STATION,Barangay Health Station
KADINGILAN RURAL HEALTH UNIT,Rural Health Unit
KIBALAGON BARANGAY HEALTH STATION,Barangay Health Station
KIBOGTOK BARANGAY HEALTH STATION,Barangay Health Station
MABUHAY BARANGAY HEALTH STATION,Barangay Health Station
MALINAO BARANGAY HEALTH STATION,Barangay Health Station
MARIA JUDITH BAG-AO BIRTHING HOME,Birthing Home
MATAMPAY BARANGAY HEALTH STATION,Barangay Health Station
PAY-AS BARANGAY HEALTH STATION,Barangay Health Station
PINAMANGGUHAN BARANGAY HEALTH STATION,Barangay Health Station
RHU KADINGILAN RHU KADINGILAN MATERNITY CARE PACKAGE CENTERCARE PACKAGE CENTER,Birthing Home
SALVACION BARANGAY HEALTH STATION,Barangay Health Station
SAN ANDRES BARANGAY HEALTH STATION,Barangay Health Station
SIBONGA BARANGAY HEALTH STATION,Barangay Health Station
BANGBANG BARANGAY HEALTH STATION,Barangay Health Station
BARORAWON BARANGAY HEALTH STATION,Barangay Health Station
BETHLEHEM BIRTHING CENTER,Birthing Home
BUKIDNON PROVINCIAL HOSPITAL - KALILANGAN,Infirmary
CANITUAN BARANGAY HEALTH STATION,Barangay Health Station
CENTRAL POBLACION BARANGAY HEALTH STATION,Barangay Health Station
KALILANGAN RURAL HEALTH UNIT,Rural Health Unit
KIBANING BARANGAY HEALTH STATION,Barangay Health Station
KINURA BARANGAY HEALTH STATION,Barangay Health Station
LAMPANUSAN BARANGAY HEALTH STATION,Barangay Health Station
MACA-OPAO BARANGAY HEALTH STATION,Barangay Health Station
MALINAO BARANGAY HEALTH STATION,Barangay Health Station
NINOY AQUINO BARANGAY HEALTH STATION,Barangay Health Station
PAMOTOLON BARANGAY HEALTH STATION,Barangay Health Station
PUBLIC BARANGAY HEALTH STATION,Barangay Health Station
SAN VICENTE FERRER BARANGAY HEALTH STATION,Barangay Health Station
WEST POBLACION BARANGAY HEALTH STATION,Barangay Health Station
YAP CLINICAL & CARDIOVASCULAR LABORATORY,General Clinical Laboratory
BALINTAWAK BARANGAY HEALTH STATION,Barangay Health Station
BUKANG LIWAYWAY BARANGAY HEALTH STATION,Barangay Health Station
BUKIDNON PROVINCIAL HOSPITAL - KIBAWE,Hospital
BUTRON MEDICAL CLINIC AND BIRTHING HOME,Birthing Home
CAGAWASAN BARANGAY HEALTH STATION,Barangay Health Station
EAST KIBAWE (POB.) BARANGAY HEALTH STATION,Barangay Health Station
GUTAPOL BARANGAY HEALTH STATION,Barangay Health Station
KIORAO BARANGAY HEALTH STATION,Barangay Health Station
KISAWA BARANGAY HEALTH STATION,Barangay Health Station
LABUAGON BARANGAY HEALTH STATION,Barangay Health Station
LGU KIBAWE BIRTHING HOME AND DOTS CENTER,Rural Health Unit
LGU-KIBAWE BIRTHING HOME,Birthing Home
MAGSAYSAY BARANGAY HEALTH STATION,Barangay Health Station
MARAPANGI BARANGAY HEALTH STATION,Barangay Health Station
MASCARIÑAS BARANGAY HEALTH STATION,Barangay Health Station
NATULONGAN BARANGAY HEALTH STATION,Barangay Health Station
NEW KIDAPAWAN BARANGAY HEALTH STATION,Barangay Health Station
OLD KIBAWE BARANGAY HEALTH STATION,Barangay Health Station
PALMA BARANGAY HEALTH STATION,Barangay Health Station
PINAMULA BARANGAY HEALTH STATION,Barangay Health Station
ROMAGOOC BARANGAY HEALTH STATION,Barangay Health Station
SAMPAGUITA BARANGAY HEALTH STATION,Barangay Health Station
SANIPON BARANGAY HEALTH STATION,Barangay Health Station
SPRING BARANGAY HEALTH STATION,Barangay Health Station
TALAHIRON BARANGAY HEALTH STATION,Barangay Health Station
TUMARAS BARANGAY HEALTH STATION,Barangay Health Station
WEST BARANGAY HEALTH STATION,Barangay Health Station
BALANGIGAY BARANGAY HEALTH STATION,Barangay Health Station
BALOCBOCAN BARANGAY HEALTH STATION,Barangay Health Station
BERSHIBA BARANGAY HEALTH STATION,Barangay Health Station
BINOONGAN BARANGAY HEALTH STATION,Barangay Health Station
BOBONG BARANGAY HEALTH STATION,Barangay Health Station
BOLOCAON BARANGAY HEALTH STATION,Barangay Health Station
CABALANTIAN BARANGAY HEALTH STATION,Barangay Health Station
CALAPATON BARANGAY HEALTH STATION,Barangay Health Station
DIGONGAN BARANGAY HEALTH STATION,Barangay Health Station
EAST DALURONG BARANGAY HEALTH STATION,Barangay Health Station
KAHUSAYAN BARANGAY HEALTH STATION,Barangay Health Station
KALUMIHAN BARANGAY HEALTH STATION,Barangay Health Station
KAUYONAN BARANGAY HEALTH STATION,Barangay Health Station
KIMOLONG BARANGAY HEALTH STATION,Barangay Health Station
KIPILAS BARANGAY HEALTH STATION,Barangay Health Station
KITAIHON BARANGAY HEALTH ASTATION,Barangay Health Station
KITAOTAO RHU-FP AND LYING-IN CLINIC,Rural Health Unit
KITOBO BARANGAY HEALTH STATION,Barangay Health Station
KIULOM BARANGAY HEALTH STATION,Barangay Health Station
LOREGA BARANGAY HEALTH STATION,Barangay Health Station
MAGSAYSAY BARANGAY HEALTH STATION,Barangay Health Station
MALOBALO BARANGAY HEALTH STATION,Barangay Health Station
METEBAGAO BARANGAY HEALTH STATION,Barangay Health Station
PAGAN BARANGAY HEALTH STATION,Barangay Health Station
PANGANAN BARANGAY HEALTH STATION,Barangay Health Station
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
RAFISURA'S LYING IN CLINIC,Birthing Home
SAGUNDANON BARANGAY HEALTH STATION,Barangay Health Station
SAN ISIDRO BARANGAY HEALTH STATION,Barangay Health Station
SAN LORENZO BARANGAY HEALTH STATION,Barangay Health Station
SANTO ROSARIO BARANGAY HEALTH STATION,Barangay Health Station
SINAYSAYAN (DALURONG) BARANGAY HEALTH STATION,Barangay Health Station
SINUDA (SIMOD) BARANGAY HEALTH STATION,Barangay Health Station
TANDONG BARANGAY HEALTH STATION,Barangay Health Station
TAWAS BARANGAY HEALTH STATION,Barangay Health Station
WEST DALURONG BARANGAY HEALTH STATION,Barangay Health Station
WHITE KULAMAN BARANGAY HEALTH STATION,Barangay Health Station
ALANIB BARANGAY HEALTH STATION,Barangay Health Station
BACLAYON BARANGAY HEALTH STATION,Barangay Health Station
BALILA BARANGAY HEALTH STATION,Barangay Health Station
BANTUANON BARANGAY HEALTH STATION,Barangay Health Station
BASAK BARANGAY HEALTH STATION,Barangay Health Station
BUGCAON BARANGAY HEALTH STATION,Barangay Health Station
CAPITAN JUAN BARANGAY HEALTH STATION,Barangay Health Station
CAWAYAN BARANGAY HEALTH STATION,Barangay Health Station
GONZALES MEDICAL-SURGICAL AND BIRTHING CLINIC,Infirmary
INFINITY LYING IN CLINIC,Birthing Home
KA-ATOAN (KAATUAN) BARANGAY HEALTH STATION,Barangay Health Station
KIBANGAY BARANGAY HEALTH STATION,Barangay Health Station
KULASIHAN BARANGAY HEALTH STATION,Barangay Health Station
LANTAPAN RURAL HEALTH UNIT,Rural Health Unit
MUNICIPAL HEALTH OFFICE - LANTAPAN,Birthing Home
MUNICIPAL HEALTH OFFICE - LANTAPAN,Ambulance Service Provider
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
SONGCO BARANGAY HEALTH STATION,Barangay Health Station
VBB LYING-IN CLINIC - BRANCH 2,Birthing Home
VICTORY BARANGAY HEALTH STATION,Barangay Health Station
CAPIHAN BARANGAY HEALTH STATION,Barangay Health Station
CROSSING BARANGAY HEALTH STATION,Barangay Health Station
GANGO BARANGAY HEALTH STATION,Barangay Health Station
KILIOG BARANGAY HEALTH STATION,Barangay Health Station
KINAWE BARANGAY HEALTH STATION,Barangay Health Station
LATURAN BARANGAY HEALTH STATION,Barangay Health Station
LIBONA RURAL HEALTH CENTER,Birthing Home
LIBONA RURAL HEALTH UNIT,Rural Health Unit
MAAMBONG BARANGAY HEALTH STATION,Barangay Health Station
NANGKA BARANGAY HEALTH STATION,Barangay Health Station
PALABUCAN BARANGAY HEALTH STATION,Barangay Health Station
PONGOL BARANGAY HEALTH STATION,Barangay Health Station
SAN JOSE BARANGAY HEALTH STATION,Barangay Health Station
SANTA FE BARANGAY HEALTH STATION,Barangay Health Station
SIL-IPON BARANGAY HEALTH STATION,Barangay Health Station
BUKIDNON PROVINCIAL HOSPITAL - MALITBOG,Infirmary
IMPAHANONG BARANGAY HEALTH STATION,Barangay Health Station
KALINGKING BARANGAY HEALTH STATION,Barangay Health Station
KIABO BARANGAY HEALTH STATION,Barangay Health Station
MALITBOG RURAL HEALTH UNIT,Rural Health Unit
MINDAGAT BARANGAY HEALTH STATION,Barangay Health Station
MUNICIPAL HEALTH OFFICE - MALITBOG LYING-IN,Birthing Home
OMAGLING BARANGAY HEALTH STATION,Barangay Health Station
PATPAT BARANGAY HEALTH STATION,Barangay Health Station
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
SAMPIANO BARANGAY HEALTH STATION,Barangay Health Station
SAN LUIS BARANGAY HEALTH STATION,Barangay Health Station
SANTA INES BARANGAY HEALTH STATION,Barangay Health Station
SILO-O BARANGAY HEALTH STATION,Barangay Health Station
SUMALSAG BARANGAY HEALTH STATION,Barangay Health Station
TAGMARAY BARANGAY HEALTH STATION,Barangay Health Station
52nd ENGINEER BRIGADE DRUG TEST LABORATORY,Drug Testing Laboratory
AGUSAN CANYON BARANGAY HEALTH STATION,Barangay Health Station
ALAE BARANGAY HEALTH STATION,Barangay Health Station
BUKIDNON PROVINCIAL HOSPITAL - MANOLO FORTICH,Hospital
DAHILAYAN BARANGAY HEALTH STATION,Barangay Health Station
DALIRIG BARANGAY HEALTH STATION,Barangay Health Station
DAMILAG BARANGAY HEALTH STATION,Barangay Health Station
DICLUM BARANGAY HEALTH STATION,Barangay Health Station
GUILANG-GUILANG BARANGAY HEALTH STATION,Barangay Health Station
KALUGMANAN BARANGAY HEALTH STATION,Barangay Health Station
LINDABAN BARANGAY HEALTH STATION,Barangay Health Station
LINGION BARANGAY HEALTH STATION,Barangay Health Station
LUNOCAN BARANGAY HEALTH STATION,Barangay Health Station
MALUKO BARANGAY HEALTH STATION,Barangay Health Station
MALUKO LYING-IN CENTER,Birthing Home
MAMBATANGAN BARANGAY HEALTH STATION,Barangay Health Station
MAMPAYAG BARANGAY HEALTH STATION,Barangay Health Station
MANOLO FORTICH RURAL HEALTH UNIT,Rural Health Unit
MANTIBUGAO BARANGAY HEALTH STATION,Barangay Health Station
MINSURO BARANGAY HEALTH STATION,Barangay Health Station
MISSION FAMILY INFIRMARY,Infirmary
MISSION FAMILY INFIRMARY,Drug Testing Laboratory
MUNICIPAL HEALTH OFFICE MANOLO FORTICH-LYING-IN CENTER,Birthing Home
PHILLIPS MEMORIAL HOSPITAL,Hospital
SAN MIGUEL BARANGAY HEALTH STATION,Barangay Health Station
SANKANAN BARANGAY HEALTH STATION,Barangay Health Station
SANTIAGO BARANGAY HEALTH STATION,Barangay Health Station
SANTO NIÑO BARANGAY HEALTH STATION,Barangay Health Station
TANKULAN BARANGAY HEALTH STATION,Barangay Health Station
TICALA BARANGAY HEALTH STATION,Barangay Health Station
ANAHAWON BARANGAY HEALTH STATION,Barangay Health Station
BAGONG SILANG BARANGAY HEALTH STATION,Barangay Health Station
BARANGAY NORTH POBLACION LYING-IN CLINIC,Birthing Home
BASE CAMP BARANGAY HEALTH STATION,Barangay Health Station
BAYABASON BARANGAY HEALTH STATION,Barangay Health Station
BONGCAS HOLY CHILD HOSPITAL,Hospital
BONGCAS HOLY CHILD HOSPITAL DRUG TEST AND LABORATORY,Drug Testing Laboratory
BUKIDNON PROVINCIAL HOSPITAL - MARAMAG,Hospital
CAMP I BARANGAY HEALTH STATION,Barangay Health Station
CENTRAL MINDANAO UNIVERSITY HOSPITAL,Infirmary
COLAMBUGON BARANGAY HEALTH STATION,Barangay Health Station
DAGUMBA-AN BARANGAY HEALTH STATION,Barangay Health Station
DANGGAWAN BARANGAY HEALTH STATION,Barangay Health Station
DOLOGON BARANGAY HEALTH STATION,Barangay Health Station
HAPPY HOME CENTER FOR MENTAL HEALTH,Psychiatric Care Facility
HEAVEN SENT LYING-IN CLINIC,Birthing Home
KIHARONG BARANGAY HEALTH STATION,Barangay Health Station
KISANDAY BARANGAY HEALTH STATION,Barangay Health Station
KUYA BARANGAY HEALTH STATION,Barangay Health Station
LA ROXAS BARANGAY HEALTH STATION,Barangay Health Station
MARAMAG MUNICIPAL HEALTH OFFICE AND BIRTHING HOME,Rural Health Unit
MARAMAG RHU BIRTHING HOME,Birthing Home
PANADTALAN BARANGAY HEALTH STATION,Barangay Health Station
PANALSALAN BARANGAY HEALTH STATION,Barangay Health Station
SAN MIGUEL BARANGAY HEALTH STATION,Barangay Health Station
SAN ROQUE BARANGAY HEALTH STATION,Barangay Health Station
SOUTH POBLACION BARANGAY HEALTH STATION,Barangay Health Station
ST. JOSEPH SOUTHERN BUKIDNON HOSPITAL,Hospital
TUBIGON BARANGAY HEALTH STATION,Barangay Health Station
ADTUYON BARANGAY HEALTH STATION,Barangay Health Station
ANAKANAN NI NANAY,Birthing Home
BACUSANON BARANGAY HEALTH STATION,Barangay Health Station
BANGAHAN BARANGAY HEALTH STATION,Barangay Health Station
BARANDIAS BARANGAY HEALTH STATION,Barangay Health Station
CONCEPCION BARANGAY HEALTH STATION,Barangay Health Station
GANDINGAN BARANGAY HEALTH STATION,Barangay Health Station
KIMANAIT BARANGAY HEALTH STATION,Barangay Health Station
KIPADUKAN BARANGAY HEALTH STATION,Barangay Health Station
LANGCATAON BARANGAY HEALTH STATION,Barangay Health Station
LANTAY BARANGAY HEALTH STATION,Barangay Health Station
MADAYA BARANGAY HEALTH STATION,Barangay Health Station
MALIPAYON BARANGAY HEALTH STATION,Barangay Health Station
MENDIS BARANGAY HEALTH STATION,Barangay Health Station
NABALIWA BARANGAY HEALTH STATION,Barangay Health Station
NEW EDEN BARANGAY HEALTH STATION,Barangay Health Station
PANGANTUCAN DOCTORS HOSPITAL CORPORATION,Infirmary
PANGANTUCAN MEDICAL HOSPITAL,Hospital
PANGANTUCAN RURAL HEALTH UNIT,Rural Health Unit
PAYAD BARANGAY HEALTH STATION,Barangay Health Station
PIGTAURANAN BARANGAY HEALTH STATION,Barangay Health Station
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
PORTULIN BARANGAY HEALTH STATION,Barangay Health Station
RHU PANGANTUCAN MATERNITY CARE CENTER,Birthing Home
BUTONG BARANGAY HEALTH STATION,Barangay Health Station
BUTONG LYING IN CENTER,Birthing Home
C-HANDUMANAN BARANGAY HEALTH STATION,Barangay Health Station
CAWAYAN BARANGAY HEALTH STATION,Barangay Health Station
CEBOLE BARANGAY HEALTH STATION,Barangay Health Station
DELAPA BARANGAY HEALTH STATION,Barangay Health Station
DUMALAMA BARANGAY HEALTH STATION,Barangay Health Station
GAMOT BARANGAY HEALTH STATION,Barangay Health Station
JRV LYING-IN & FAMILY PLANNING CENTER,Birthing Home
KIBURIAO BARANGAY HEALTH STATION,Barangay Health Station
KIPAYPAYON BARANGAY HEALTH STATION,Barangay Health Station
KIPOLOT BARANGAY HEALTH STATION,Barangay Health Station
LIBERTAD BARANGAY HEALTH STATION,Barangay Health Station
LINABO BARANGAY HEALTH STATION,Barangay Health Station
LIPA BARANGAY HEALTH STATION,Barangay Health Station
LUMINTAO BARANGAY HEALTH STATION,Barangay Health Station
MAGSAYSAY BARANGAY HEALTH STATION,Barangay Health Station
MAHAYAG BARANGAY HEALTH STATION,Barangay Health Station
MANUTO BARANGAY HEALTH STATION,Barangay Health Station
MARAAT MEDICAL HOSPITAL,Infirmary
MERANGERANG BARANGAY HEALTH STATION,Barangay Health Station
MIBANTANG BARANGAY HEALTH STATION,Barangay Health Station
MINONGAN BARANGAY HEALTH STATION,Barangay Health Station
MINSALIRAK BARANGAY HEALTH STATION,Barangay Health Station
MINSAMONGAN BARANGAY HEALTH STATION,Barangay Health Station
PAITAN BARANGAY HEALTH STATION,Barangay Health Station
PALACAPAO BARANGAY HEALTH STATION,Barangay Health Station
"PASTOR COMMUNITY HOSPITAL, INC.",Infirmary
PINILAYAN BARANGAY HEALTH STATION,Barangay Health Station
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
PUNTIAN BARANGAY HEALTH STATION,Barangay Health Station
PUNTIAN LYING-IN AND FAMILY PLANNING CENTER,Birthing Home
QUEZON HEALTH CENTER INFIRMARY,Infirmary
QUEZON HEALTH CENTER INFIRMARY,Ambulance Service Provider
QUEZON MUNICIPAL HEALTH OFFICE MATERNITY CARE CENTER,Birthing Home
QUEZON RURAL HEALTH UNIT,Rural Health Unit
SALAWAGAN BARANGAY HEALTH STATION,Barangay Health Station
SALAWAGAN LYING-IN CENTER,Birthing Home
SAN ISIDRO BARANGAY HEALTH STATION,Barangay Health Station
SAN JOSE BARANGAY HEALTH STATION,Barangay Health Station
SAN ROQUE BARANGAY HEALTH STATION,Barangay Health Station
SANTA CRUZ BARANGAY HEALTH STATION,Barangay Health Station
SANTA FILOMENA BARANGAY HEALTH STATION,Barangay Health Station
SANTO DOMINGO BARANGAY HEALTH STATION,Barangay Health Station
ST. ANN MEDICAL HOSPITAL,Infirmary
BONACAO BARANGAY HEALTH STATION,Barangay Health Station
BUKIDNON PROVINCIAL HOSPITAL - SAN FERNANDO,Infirmary
BUKIDNON PROVINCIAL HOSPITAL - SAN FERNANDO,Ambulance Service Provider
BULALANG BARANGAY HEALTH STATION,Barangay Health Station
CABULING BARANGAY HEALTH STATION,Barangay Health Station
CANDELARIA BARANGAY HEALTH STATION,Barangay Health Station
CAYAGA BARANGAY HEALTH STATION,Barangay Health Station
DAO BARANGAY HEALTH STATION,Barangay Health Station
DURIAN BARANGAY HEALTH STATION,Barangay Health Station
IGLUGSAD BARANGAY HEALTH STATION,Barangay Health Station
KALAGANGAN BARANGAY HEALTH STATION,Barangay Health Station
KAWAYAN BARANGAY HEALTH STATION,Barangay Health Station
KIBONGCOG BARANGAY HEALTH STATION,Barangay Health Station
LITTLE BAGUIO BARANGAY HEALTH STATION,Barangay Health Station
MABUHAY BARANGAY HEALTH STATION,Barangay Health Station
MAGKALUNGAY BARANGAY HEALTH STATION,Barangay Health Station
MALAYANAN BARANGAY HEALTH STATION,Barangay Health Station
MATUPE BARANGAY HEALTH STATION,Barangay Health Station
NACABUKLAD BARANGAY HEALTH STATION,Barangay Health Station
NAMNAM BARANGAY HEALTH STATION,Barangay Health Station
PALACPACAN BARANGAY HEALTH STATION,Barangay Health Station
RHU-SAN FERNANDO BIRTHING HOME,Ambulance Service Provider
